LineId,Level,Component,PID,Content,EventId,EventTemplate,Datetime
1430,combo,sshd(pam_unix),24031.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61-220-159-99.hinet-ip.hinet.net  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2024-07-17 10:45:07
1431,combo,sshd(pam_unix),24033.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61-220-159-99.hinet-ip.hinet.net  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2024-07-17 10:45:07
1432,combo,sshd(pam_unix),24030.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61-220-159-99.hinet-ip.hinet.net  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,2024-07-17 10:45:07
1433,combo,ftpd,24192.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:35 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 12:30:35
1434,combo,ftpd,24193.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:37 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 12:30:37
1435,combo,ftpd,24194.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:42 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 12:30:42
1436,combo,ftpd,24195.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:43 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 12:30:43
1437,combo,ftpd,24196.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:43 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 12:30:43
1438,combo,ftpd,24197.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:46 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 12:30:46
1439,combo,ftpd,24198.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:47 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 12:30:47
1440,combo,ftpd,24199.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:48 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 12:30:48
1441,combo,ftpd,24200.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:48 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 12:30:48
1442,combo,ftpd,24201.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:51 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 12:30:51
1443,combo,ftpd,24202.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:53 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 12:30:53
1444,combo,ftpd,24203.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:53 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 12:30:53
1445,combo,ftpd,24204.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:54 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 12:30:54
1446,combo,ftpd,24205.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:57 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 12:30:57
1447,combo,ftpd,24206.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:57 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 12:30:57
1448,combo,ftpd,24207.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:58 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 12:30:58
1449,combo,ftpd,24208.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:58 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 12:30:58
1450,combo,ftpd,24209.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:58 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 12:30:58
1451,combo,ftpd,24210.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 12:30:59
1452,combo,ftpd,24211.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 12:30:59
1453,combo,ftpd,24212.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 12:30:59
1454,combo,ftpd,24213.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:31:00 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 12:31:00
1455,combo,ftpd,24214.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:31:04 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 12:31:04
1456,combo,ftpd,24356.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:39 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 14:02:39
1457,combo,ftpd,24357.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:43 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 14:02:43
1458,combo,ftpd,24358.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:43 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 14:02:43
1459,combo,ftpd,24359.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 14:02:44
1460,combo,ftpd,24360.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:47 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 14:02:47
1461,combo,ftpd,24361.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:48 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 14:02:48
1462,combo,ftpd,24362.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 14:02:49
1463,combo,ftpd,24363.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 14:02:49
1464,combo,ftpd,24364.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 14:02:49
1465,combo,ftpd,24365.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 14:02:49
1466,combo,ftpd,24366.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:54 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 14:02:54
1467,combo,ftpd,24367.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:54 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 14:02:54
1468,combo,ftpd,24368.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:54 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 14:02:54
1469,combo,ftpd,24369.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:55 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 14:02:55
1470,combo,ftpd,24370.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:57 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 14:02:57
1471,combo,ftpd,24371.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 14:02:59
1472,combo,ftpd,24372.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 14:02:59
1473,combo,ftpd,24373.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:03:00 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 14:03:00
1474,combo,ftpd,24374.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:03:00 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 14:03:00
1475,combo,ftpd,24375.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:03:00 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 14:03:00
1476,combo,ftpd,24376.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:03:04 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 14:03:04
1477,combo,ftpd,24377.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:03:04 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 14:03:04
1478,combo,ftpd,24378.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:03:05 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 14:03:05
1479,combo,ftpd,24465.0,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 15:09:15
1480,combo,ftpd,24466.0,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 15:09:15
1481,combo,ftpd,24467.0,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 15:09:15
1482,combo,ftpd,24468.0,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 15:09:15
1483,combo,ftpd,24469.0,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 15:09:15
1484,combo,ftpd,24470.0,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 15:09:15
1485,combo,ftpd,24471.0,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 15:09:15
1486,combo,ftpd,24473.0,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 15:09:15
1487,combo,ftpd,24474.0,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 15:09:15
1488,combo,ftpd,24475.0,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 15:09:15
1489,combo,ftpd,24472.0,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 15:09:15
1490,combo,ftpd,24477.0,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 15:09:15
1491,combo,ftpd,24478.0,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 15:09:15
1492,combo,ftpd,24476.0,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 15:09:15
1493,combo,ftpd,24480.0,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 15:09:15
1494,combo,ftpd,24479.0,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 15:09:15
1495,combo,ftpd,24481.0,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 15:09:15
1496,combo,ftpd,24482.0,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 15:09:15
1497,combo,ftpd,24483.0,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:16 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 15:09:16
1498,combo,ftpd,24484.0,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:16 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 15:09:16
1499,combo,ftpd,24485.0,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:16 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 15:09:16
1500,combo,ftpd,24486.0,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:16 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 15:09:16
1501,combo,ftpd,24487.0,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:17 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 15:09:17
1502,combo,ftpd,25038.0,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:20 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 21:23:20
1503,combo,ftpd,25028.0,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:20 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 21:23:20
1504,combo,ftpd,25029.0,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:20 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 21:23:20
1505,combo,ftpd,25035.0,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:20 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 21:23:20
1506,combo,ftpd,25030.0,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:20 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 21:23:20
1507,combo,ftpd,25039.0,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:20 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 21:23:20
1508,combo,ftpd,25040.0,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:20 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 21:23:20
1509,combo,ftpd,25031.0,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:20 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 21:23:20
1510,combo,ftpd,25041.0,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:20 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 21:23:20
1511,combo,ftpd,25032.0,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:20 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 21:23:20
1512,combo,ftpd,25042.0,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:20 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 21:23:20
1513,combo,ftpd,25033.0,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:20 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 21:23:20
1514,combo,ftpd,25043.0,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:20 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 21:23:20
1515,combo,ftpd,25034.0,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:20 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 21:23:20
1516,combo,ftpd,25036.0,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:20 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 21:23:20
1517,combo,ftpd,25037.0,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:20 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 21:23:20
1518,combo,ftpd,25044.0,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:23 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 21:23:23
1519,combo,ftpd,25045.0,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 21:23:24
1520,combo,ftpd,25046.0,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 21:23:24
1521,combo,ftpd,25047.0,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 21:23:24
1522,combo,ftpd,25048.0,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 21:23:24
1523,combo,ftpd,25049.0,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 21:23:24
1524,combo,ftpd,25050.0,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 21:23:24
1525,combo,ftpd,25217.0,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:50 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 23:21:50
1526,combo,ftpd,25218.0,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 23:21:54
1527,combo,ftpd,25219.0,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 23:21:54
1528,combo,ftpd,25220.0,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 23:21:54
1529,combo,ftpd,25221.0,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 23:21:54
1530,combo,ftpd,25222.0,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 23:21:54
1531,combo,ftpd,25223.0,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 23:21:54
1532,combo,ftpd,25225.0,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 23:21:54
1533,combo,ftpd,25224.0,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 23:21:54
1534,combo,ftpd,25226.0,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 23:21:54
1535,combo,ftpd,25227.0,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 23:21:54
1536,combo,ftpd,25228.0,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 23:21:54
1537,combo,ftpd,25229.0,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 23:21:54
1538,combo,ftpd,25230.0,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 23:21:54
1539,combo,ftpd,25231.0,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 23:21:54
1540,combo,ftpd,25232.0,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 23:21:54
1541,combo,ftpd,25233.0,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 23:21:54
1542,combo,ftpd,25234.0,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 23:21:54
1543,combo,ftpd,25235.0,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 23:21:54
1544,combo,ftpd,25236.0,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 23:21:54
1545,combo,ftpd,25237.0,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 23:21:54
1546,combo,ftpd,25238.0,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 23:21:54
1547,combo,ftpd,25239.0,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-17 23:21:54
1548,combo,ftpd,25628.0,connection from 211.72.151.162 () at Mon Jul 18 03:26:48 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-18 03:26:48
1549,combo,ftpd,25629.0,connection from 211.72.151.162 () at Mon Jul 18 03:26:48 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-18 03:26:48
1550,combo,ftpd,25630.0,connection from 211.72.151.162 () at Mon Jul 18 03:26:48 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-18 03:26:48
1551,combo,ftpd,25631.0,connection from 211.72.151.162 () at Mon Jul 18 03:26:48 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-18 03:26:48
1552,combo,ftpd,25632.0,connection from 211.72.151.162 () at Mon Jul 18 03:26:48 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-18 03:26:48
1553,combo,ftpd,25633.0,connection from 211.72.151.162 () at Mon Jul 18 03:26:48 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-18 03:26:48
1554,combo,ftpd,25634.0,connection from 211.72.151.162 () at Mon Jul 18 03:26:48 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-18 03:26:48
1555,combo,ftpd,25635.0,connection from 211.72.151.162 () at Mon Jul 18 03:26:48 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-18 03:26:48
1556,combo,ftpd,25638.0,connection from 211.72.151.162 () at Mon Jul 18 03:26:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-18 03:26:49
1557,combo,ftpd,25636.0,connection from 211.72.151.162 () at Mon Jul 18 03:26:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-18 03:26:49
1558,combo,ftpd,25637.0,connection from 211.72.151.162 () at Mon Jul 18 03:26:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-18 03:26:49
1559,combo,ftpd,25639.0,connection from 211.72.151.162 () at Mon Jul 18 03:26:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-18 03:26:49
1560,combo,ftpd,25640.0,connection from 211.72.151.162 () at Mon Jul 18 03:26:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-18 03:26:49
1561,combo,ftpd,25641.0,connection from 211.72.151.162 () at Mon Jul 18 03:26:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,2024-07-18 03:26:49
